"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-02",100.2797,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-03",100.3027,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-04",100.2982,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-05",100.5067,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-06",100.8067,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-07",101.1156,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-08",101.4593,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-09",101.9033,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-10",102.2463,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-11",102.2961,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1997-12",101.9889,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-01",101.4871,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-02",101.0245,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-03",100.7802,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-04",100.6764,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-05",100.6593,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-06",100.5998,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-07",100.4399,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-08",99.93825,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-09",99.25496,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-10",98.64035,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-11",98.30555,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1998-12",98.27974,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-01",98.50478,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-02",98.76874,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-03",99.07185,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-04",99.54737,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-05",99.89981,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-06",100.0932,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-07",100.294,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-08",100.6044,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-09",101.1192,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-10",101.6162,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-11",101.8171,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","1999-12",101.8692,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-01",101.9045,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-02",102.0802,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-03",102.2659,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-04",102.3484,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-05",102.3419,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1755,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-07",101.8662,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6857,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-09",101.6191,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-10",101.4173,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-11",101.1982,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2000-12",101.0948,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-01",100.8651,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-02",100.4565,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.88505,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.32998,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.00314,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-06",98.83587,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-07",98.60271,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-08",98.34726,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-09",98.07961,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-10",97.90253,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-11",98.02048,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2001-12",98.30711,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-01",98.63068,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-02",99.01071,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-03",99.55304,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-04",99.99592,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-05",100.3129,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-06",100.2702,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-07",99.9588,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-08",99.70867,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-09",99.56836,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-10",99.42602,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-11",99.37135,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2002-12",99.24683,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-01",99.09031,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-02",98.89012,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-03",98.50138,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-04",98.14181,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-05",97.91225,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-06",97.82372,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-07",98.02702,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-08",98.53182,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-09",99.07722,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.49511,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-11",99.88525,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2003-12",100.1604,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-01",100.2842,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-02",100.4394,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.6454,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.8985,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-05",101.0772,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-06",101.224,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-07",101.4229,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-08",101.4121,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-09",101.3824,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-10",101.2497,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-11",101.0534,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2004-12",100.8127,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-01",100.6118,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.3046,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-03",99.93783,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-04",99.48533,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-05",99.1963,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-06",99.10579,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-07",99.19443,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-08",99.55282,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-09",100.1081,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-10",100.6537,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-11",101.0325,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.2382,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.3688,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-02",101.6058,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-03",101.8616,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-04",102.0233,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-05",102.121,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-06",102.2038,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-07",102.3525,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-08",102.4306,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-09",102.4896,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-10",102.4513,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-11",102.3254,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2006-12",102.1557,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-01",101.8501,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-02",101.665,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-03",101.6603,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-04",101.9221,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-05",102.2533,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-06",102.3732,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.1963,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-08",101.9155,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-09",101.7356,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-10",101.5074,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-11",101.3145,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2007-12",101.1838,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-01",101.1676,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-02",101.2345,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-03",101.2299,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-04",101.16,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-05",101.2335,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-06",101.1561,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-07",100.8317,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-08",100.2934,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-09",99.43572,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-10",98.3131,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-11",97.12958,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2008-12",96.25289,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-01",95.88337,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-02",95.71145,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-03",95.78594,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-04",96.27959,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-05",96.95274,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-06",97.62027,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-07",98.12492,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-08",98.48257,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-09",98.76553,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-10",99.09577,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-11",99.41745,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2009-12",99.57303,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.66508,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.75292,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-03",100.0007,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-04",100.2385,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-05",100.3429,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.3867,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.5717,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.7782,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.8423,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.9404,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.2107,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.5445,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.7778,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.7825,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.7682,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.5946,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.3026,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-06",100.9374,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.4519,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-08",99.81404,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.34425,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.02317,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-11",98.73992,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2011-12",98.79787,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.08957,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-02",99.50055,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-03",99.58076,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-04",99.4081,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.17572,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-06",99.01373,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-07",99.05533,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-08",99.06311,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-09",98.88618,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-10",98.711,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-11",98.66573,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2012-12",98.82906,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.98006,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-02",99.08125,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-03",98.96138,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.86084,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.96032,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.20434,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-07",99.62657,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-08",99.97659,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-09",100.0549,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-10",100.0465,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-11",100.2577,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.4966,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.804,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-02",101.0665,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-03",101.0235,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.7246,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.3884,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.1837,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.1415,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1741,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.1734,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.1259,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-11",99.96538,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2014-12",99.80534,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-01",99.89636,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.158,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.4018,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6055,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7983,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-06",100.8756,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-07",100.813,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-08",100.6992,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-09",100.5408,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-10",100.523,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5406,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2015-12",100.4744,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-01",100.2101,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-02",100.0924,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-03",100.3219,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6654,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.9845,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-06",101.2982,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-07",101.2053,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-08",100.9374,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-09",100.7868,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.7651,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8831,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0983,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.1049,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.0605,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-03",101.1915,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-04",101.3389,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-05",101.3077,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.107,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-07",100.8153,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-08",100.707,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-09",100.8241,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1212,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.3669,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.4563,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.5901,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.6311,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.5617,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4979,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5001,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.5082,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4864,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.5635,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.5001,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.258,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.0641,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.9316,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.9835,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.9937,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8897,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.5941,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.3322,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0591,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.85132,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.68077,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.65966,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.80459,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.0023,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2526,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5077,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2001,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.98497,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.12197,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.19122,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.48631,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.61244,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.76401,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.6858,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.2603,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.6574,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2020-12",101.0736,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.4462,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.7385,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.0665,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.3325,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.4881,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-06",102.7114,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.7162,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.5256,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.3938,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.4609,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.5705,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.4427,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.0267,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-02",101.4988,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.1062,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.0296,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.871,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.5241,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.1114,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-08",99.46332,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-09",98.75206,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-10",98.32717,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-11",98.33688,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2022-12",98.61731,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.79362,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.92316,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.96821,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.75872,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-05",98.39072,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.06625,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-07",97.87035,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-08",97.83685,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-09",97.8672,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-10",97.80094,
"BEL","BCI","AMPLITUD","LTRENDIDX","M","2023-11",97.64397,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-01",100.2516,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-02",100.2025,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-03",99.94217,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-04",99.63105,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-05",99.69749,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.74222,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.58759,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.40268,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.59104,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-10",100.2723,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-11",100.7299,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1996-12",100.7673,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-01",100.7598,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-02",100.7437,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-03",100.4484,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-04",100.1613,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-05",100.635,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-06",101.2641,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-07",101.746,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-08",102.0826,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-09",102.3409,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-10",102.4617,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-11",102.4383,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1997-12",102.4135,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-01",102.2668,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-02",102.1485,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-03",101.9955,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-04",101.8924,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-05",101.6183,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-06",101.3072,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-07",100.9221,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-08",100.469,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-09",99.96967,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-10",99.40537,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-11",98.90081,
"HUN","BCI","AMPLITUD","LTRENDIDX","M","1998-12",98.70641,
